,APPLICATION_STATUS,QUEUE_ID,CURRENT_STAGE,MARITAL_STATUS,GENDER,AGE,EDUCATION,RESIDENCE_TYPE,EMPLOY_CONSTITUTION,PAN_STATUS,CIBIL_SCORE,APPLICATION_SCORE,RESIDENTIAL_ADDRESS_SCORE,OFFICE_ADDRESS_SCORE,APPLIED_AMOUNT,LOAN_TENOR,PRIMARY_ASSET_CTG,PRIMARY_ASSET_MAKE,PRIMARY_ASSET_MODELNO,VOTER_ID,DRIVING_LICENSE,AADHAAR,PAN,BANK_PASSBOOK,APPLIED_AMOUNT_TRANS
1616,Declined,Straight  Through Process,PD_DE,Married,Male,33,UNDER GRADUATE,OWNED,SELF-EMPLOYED,EXIST,747,79,0.0,0.0,35000,12,LED_TV,LG,32LH602D,F,T,T,T,F,187
1617,Declined,Under.Writer,PD_DE,Married,Female,40,GRADUATE,OWNED,SELF-EMPLOYED,EXIST,-10,13,52.5,0.0,32000,12,AC,BOSCH,WASHING MACHINE VANILLA,F,F,F,T,F,179
1618,Declined,Under.Writer,DCLN,Single,Female,45,OTHERS,RENTED,SELF-EMPLOYED,EXIST,-10,13,74.0,75.74,20000,12,REF,WHIRLPOOL,200 GENIUS CLS PLUS 4S WINE FIESTA,F,F,T,T,F,141
1619,Approved,Straight  Through Process,APRV,Married,Female,37,UNDER GRADUATE,RENTED,SELF-EMPLOYED,EXIST,766,25,55.47,0.0,15000,10,AC,WHIRLPOOL,SW ULTRA PEARL WINE 6.2KG,F,F,F,T,F,122
1620,Approved,Straight  Through Process,LOS_BDE,Married,Male,33,UNDER GRADUATE,OWNED,SELF-EMPLOYED,EXIST,-10,13,76.77,73.83,25000,10,REF,LG,GL-B201ASDX,F,F,T,T,F,158
1621,Declined,Under.Writer,DCLN,Married,Male,27,UNDER GRADUATE,OWNED,SALARIED,Pan Not Submitted,-10,28,69.57,60.61,18500,10,REF,LG,GL-B221ASAW,F,T,F,F,F,136
1622,Declined,Straight  Through Process,DCLN,Single,Male,23,GRADUATE,OWNED,SALARIED,EXIST,736,40,67.86,86.52,26000,12,REF,SAMSUNG,RT28K3343U2/HL,T,F,F,T,F,161
1623,Approved,Straight  Through Process,PD_DE,Single,Male,25,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,775,-5,82.35,79.46,35000,18,AIR CONDITIONER,LLOYD,LC24IHC CASSETTE 2 TON,F,F,T,F,F,187
1624,Approved,Straight  Through Process,INV_GNR,Married,Male,46,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,835,88,52.71,59.65,32000,12,AC,VOLTAS,183 CYe,F,T,F,F,F,179
1625,Approved,Straight  Through Process,INV_GNR,Married,Male,26,GRADUATE,OWNED,SALARIED,EXIST,782,76,96.38,62.83,26500,12,REF,LG,GL-I302RTNL,F,F,F,T,F,163
1626,Declined,Straight  Through Process,PD_DE,Married,Male,33,GRADUATE,OWNED,SELF-EMPLOYED,EXIST,577,21,68.42,67.26,28000,18,LED_TV,PANASONIC,TH-43D450D,F,F,T,T,F,167
1627,Declined,Straight  Through Process,DCLN,Married,Male,37,POST-GRADUATE,OWNED,SALARIED,EXIST,589,77,58.27,66.88,15000,18,LED_TV,LG,24LB452A,T,F,T,T,F,122
1628,Approved,Straight  Through Process,INV_GNR,Married,Male,31,PROFESSIONAL,OWNED,SALARIED,Pan Not Submitted,812,110,82.07,79.04,35000,10,AIR CONDITIONER,WHIRLPOOL,1 T FANTASIA INV WHTN,F,F,T,F,F,187
1629,Approved,Under.Writer,INV_GNR,Married,Male,35,OTHERS,RENTED,SELF-EMPLOYED,Pan Not Submitted,-10,13,91.35,86.4,50000,18,LED_TV,SAMSUNG,UA43K5002AKXXL,F,F,T,F,F,224
1630,Approved,Straight  Through Process,APRV,Married,Male,45,POST-GRADUATE,OWNED,SALARIED,EXIST,813,115,60.36,0.0,25000,12,AC,SAMSUNG,WASHING MACHINE VANILLA,T,F,T,T,F,158
1631,Approved,Under.Writer,INV_GNR,Married,Female,28,UNDER GRADUATE,RENTED,SALARIED,EXIST,-10,13,50.83,0.0,20000,12,LED_TV,SAMSUNG,UA32K5300ARLXL,T,F,F,T,F,141
1632,Approved,Straight  Through Process,INV_GNR,Single,Male,22,GRADUATE,OWNED,SALARIED,EXIST,821,75,82.96,62.71,15000,10,REF,GODREJ,RD EdgePro 190CT 5.2 LUSH Win,F,F,T,T,F,122
1633,Declined,Straight  Through Process,DCLN,Married,Male,30,GRADUATE,OWNED,SELF-EMPLOYED,EXIST,504,42,73.21,65.91,50000,10,LED_TV,SAMSUNG,UA43KU6000KMXL,F,F,T,T,F,224
1634,Declined,Straight  Through Process,DCLN,Single,Male,28,UNDER GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,596,55,0.0,0.0,18000,124,LED_TV,SAMSUNG,UA24H4003ARLXL,T,F,T,F,F,134
1635,Declined,Straight  Through Process,PD_DE,Married,Male,32,UNDER GRADUATE,OWNED,SALARIED,EXIST,0,-2,82.05,88.46,45000,12,LED_TV,LG,43LH547A,F,F,F,T,F,212
1636,Declined,Under.Writer,DCLN,Married,Male,30,UNDER GRADUATE,OWNED,SALARIED,EXIST,-10,55,0.0,0.0,30000,10,LED_TV,LG,32LN4900,F,F,F,T,F,173
1637,Approved,Under.Writer,INV_GNR,Married,Male,33,UNDER GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,771,35,88.24,84.62,65000,12,LED_TV,SONYNEW,KLV-40R352D IN5,T,T,T,F,F,255
1638,Approved,Straight  Through Process,APRV,Married,Male,34,GRADUATE,OWNED,SELF-EMPLOYED,EXIST,-10,13,70.79,66.67,60000,10,LED_TV,SAMSUNG,UA43KU6000KMXL,F,F,T,T,F,245
1639,Approved,Straight  Through Process,INV_GNR,Married,Male,32,POST-GRADUATE,OWNED,SALARIED,EXIST,778,85,72.13,0.0,40000,12,AIR CONDITIONER,HITACHI,RAU514HWDS,F,F,F,T,F,200
1640,Declined,Straight  Through Process,PD_DE,Married,Male,65,GRADUATE,OWNED,SALARIED,EXIST,832,109,82.67,83.93,15000,12,AC,VIDEOCON,VS72H13 DA.MAR,F,F,T,T,F,122
1641,Approved,Straight  Through Process,INV_GNR,Married,Male,30,GRADUATE,OWNED,SALARIED,EXIST,793,111,67.1,63.06,30000,12,AIR CONDITIONER,LLOYD,LS19A3X 3 STAR 1.5 TON,F,F,T,T,F,173
1642,Declined,Straight  Through Process,DCLN,Married,Male,41,OTHERS,OWNED,SELF-EMPLOYED,Pan Not Submitted,703,32,88.41,55.56,50000,12,AC,WHIRLPOOL,ACE 8.2 TURBO DRY  FLORAL PURPLE,F,F,T,F,F,224
1643,Approved,Under.Writer,PD_DE,Married,Male,39,OTHERS,OWNED,SALARIED,EXIST,797,89,81.88,0.0,100000,24,AC,VIDEOCON,VSZ55.WV1,F,F,F,T,F,316
1644,Declined,Straight  Through Process,DCLN,Married,Female,33,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,0,-2,79.39,83.21,50000,10,LED_TV,SONY,KLV-40W562D,F,F,T,F,T,224
1645,Declined,Under.Writer,PD_DE,Married,Male,28,UNDER GRADUATE,RENTED,SALARIED,EXIST,-10,13,49.54,0.0,40000,12,LED_TV,SAMSUNG,UA32K5300ARLXL,T,F,F,T,F,200
1646,Declined,Straight  Through Process,DCLN,Married,Male,49,GRADUATE,RENTED,SALARIED,EXIST,665,117,86.82,52.38,70000,12,LED_TV,LG,22LN4105,F,F,T,T,F,265
1647,Declined,Under.Writer,DCLN,Married,Male,47,UNDER GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,-10,55,0.0,0.0,18000,12,REF,LG,GL-U372HPBL,F,F,T,F,F,134
1648,Approved,Straight  Through Process,INV_GNR,Single,Male,28,GRADUATE,OWNED,SALARIED,EXIST,-10,13,70.73,57.02,40000,10,AIR CONDITIONER,DAIKIN,FTKS50FVMA-RKS50FVMA,F,F,T,T,F,200
1649,Approved,Straight  Through Process,PD_DE,Single,Male,25,UNDER GRADUATE,OWNED,SELF-EMPLOYED,EXIST,-10,13,75.0,0.0,50000,10,AC,VOLTAS,123 CYe,F,T,T,T,F,224
1650,Approved,Straight  Through Process,PD_DE,Married,Male,41,GRADUATE,OWNED,SELF-EMPLOYED,EXIST,764,54,78.75,71.52,45000,10,AIR CONDITIONER,HITACHI,RAU021AWXA,F,F,F,T,F,212
1651,Approved,Straight  Through Process,PD_DE,Married,Male,26,GRADUATE,OWNED,SALARIED,Pan Not Submitted,815,75,69.14,0.0,30000,10,AIR CONDITIONER,LLOYD,LC24IHC CASSETTE 2 TON,F,F,T,F,F,173
1652,Declined,Straight  Through Process,DCLN,Married,Female,33,GRADUATE,RENTED,SALARIED,EXIST,678,127,90.14,76.47,26000,10,Washing_machine,LG,FH8B8NDL22,F,F,T,T,F,161
1653,Declined,Under.Writer,DCLN,Married,Female,25,GRADUATE,RENTED,SALARIED,Pan Not Submitted,-10,13,0.0,0.0,20000,10,LED_TV,PANASONIC,TH-32D450D,F,F,T,F,F,141
1654,Declined,Straight  Through Process,DCLN,Married,Male,31,OTHERS,OWNED,SELF-EMPLOYED,EXIST,610,82,76.54,0.0,45000,10,AIR CONDITIONER,VOLTAS,AIR CONDITIONER VANILLA,F,T,F,T,F,212
1655,Approved,Straight  Through Process,INV_GNR,Married,Male,37,OTHERS,OWNED,SELF-EMPLOYED,Pan Not Submitted,830,109,76.38,74.17,16900,10,REF,WHIRLPOOL,205 IM PWRCL ROY 5S MIDNIGHT BLOOM,F,F,T,F,F,130
1656,Declined,Straight  Through Process,DCLN,Married,Male,34,GRADUATE,OWNED,SALARIED,Pan Not Submitted,0,18,79.34,86.44,14900,12,TELEVISION,SONY,KLV-24P413D IN5,T,F,T,F,F,122
1657,Approved,Straight  Through Process,INV_GNR,Married,Male,34,OTHERS,OWNED,SALARIED,ERROR,-10,13,0.0,0.0,22500,12,REF,WHIRLPOOL,NEO FR278 ROY 3SÂ MIDNIGHT BLO,F,F,T,T,F,150
1658,Declined,Straight  Through Process,DCLN,Married,Male,45,GRADUATE,OWNED,SALARIED,Pan Not Submitted,551,52,81.06,60.36,35000,10,AC,VOLTAS,183 SY,F,F,T,F,F,187
1659,Declined,Straight  Through Process,PD_DE,Married,Male,57,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,596,82,66.91,67.72,37000,10,AC,VIDEOCON,VSG63.WE1,F,F,T,F,F,192
1660,Approved,Straight  Through Process,PD_DE,Single,Male,24,GRADUATE,OWNED,SALARIED,ERROR,783,113,86.46,65.85,20000,18,LED_TV,VU,55XT780,T,F,F,T,F,141
1661,Approved,Straight  Through Process,PD_DE,Married,Male,26,UNDER GRADUATE,OWNED,SALARIED,Pan Not Submitted,-10,13,0.0,0.0,15000,12,TELEVISION,HAIER,LE24D1000,F,F,T,F,F,122
1662,Approved,Straight  Through Process,PD_DE,Married,Male,32,GRADUATE,OWNED,SALARIED,Pan Not Submitted,817,115,0.0,0.0,10000,12,COOLER,VOLTAS,COOLER VANILLA,F,T,T,F,F,100
1663,Declined,Straight  Through Process,PD_DE,Married,Male,31,GRADUATE,RENTED,SELF-EMPLOYED,ERROR,743,3,79.46,0.0,23000,12,HOME THEATRE,GODREJ,K1110 FM,F,F,F,T,F,152
1664,Approved,Straight  Through Process,PD_DE,Married,Female,31,POST-GRADUATE,RENTED,SALARIED,ERROR,781,59,53.89,60.87,20000,12,REF,LG,GL-B201ASHI,F,F,T,T,F,141
1665,Approved,Straight  Through Process,SRNV,Married,Male,42,UNDER GRADUATE,OWNED,SELF-EMPLOYED,ERROR,775,79,82.86,62.73,29990,12,LED_TV,LG,32LH516A,F,F,F,T,F,173
1666,Approved,Straight  Through Process,PD_DE,Married,Male,30,GRADUATE,OWNED,SALARIED,Pan Not Submitted,804,100,48.28,64.57,10300,12,REF,KELVINATOR,KW205LST,F,F,T,F,F,101
1667,Declined,Straight  Through Process,PD_DE,Married,Male,31,GRADUATE,RENTED,SALARIED,ERROR,684,45,0.0,50.56,20000,12,REF,LG,GL-U372HPBL,F,F,T,T,F,141
1668,Approved,Straight  Through Process,PD_DE,Single,Male,25,GRADUATE,RENTED,SALARIED,ERROR,770,41,70.2,62.0,100000,14,LED_TV,SAMSUNG,UA55K5570AUMXL,F,F,F,T,F,316
1669,Approved,Straight  Through Process,PD_DE,Married,Female,40,GRADUATE,RENTED,SALARIED,Pan Not Submitted,797,95,66.67,91.86,38500,12,AIR CONDITIONER,LG,JS-Q18SUXD,F,F,T,F,F,196
1670,Declined,Straight  Through Process,DCLN,Single,Male,26,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,750,50,0.0,0.0,40000,12,LED_TV,PANASONIC,TH-32C200DX,F,F,T,F,F,200
1671,Declined,Straight  Through Process,PD_DE,Married,Male,32,GRADUATE,OWNED,SALARIED,Pan Not Submitted,566,65,0.0,0.0,25000,10,LED_TV,LG,32LH517A,F,T,F,F,F,158
1672,Approved,Straight  Through Process,APRV,Married,Male,33,UNDER GRADUATE,OWNED,SALARIED,Pan Not Submitted,-10,13,89.6,81.31,20000,12,REF,WHIRLPOOL,REFRIGERATORS VANILLA,F,F,T,F,F,141
1673,Approved,Straight  Through Process,INV_GNR,Married,Male,43,GRADUATE,RENTED,SALARIED,ERROR,769,36,79.13,52.34,37750,10,Washing_machine,LG,FH0B8NDL2,F,F,T,T,F,194
1674,Declined,Under.Writer,DCLN,Married,Male,30,GRADUATE,RENTED,SALARIED,ERROR,756,71,58.9,90.23,26000,10,LED_TV,LG,32LH520D,F,F,T,T,T,161
1675,Declined,Straight  Through Process,PD_DE,Married,Female,39,UNDER GRADUATE,OWNED,SALARIED,Pan Not Submitted,729,60,75.97,72.88,25000,12,HDTV,VIDEOCON,VNR32HH0ZFZ,F,F,T,F,T,158
1676,Approved,Straight  Through Process,APRV,Married,Female,50,GRADUATE,OWNED,SALARIED,ERROR,779,107,68.99,48.17,40000,12,AIR CONDITIONER,SAMSUNG,AR18MV3HETSNNA,F,F,T,T,F,200
1677,Approved,Straight  Through Process,PD_DE,Married,Male,29,POST-GRADUATE,RENTED,SALARIED,ERROR,772,69,66.67,66.93,40000,10,AIR CONDITIONER,LG,JS-Q18AUXA,F,F,F,T,F,200
1678,Approved,Straight  Through Process,PD_DE,Married,Male,35,GRADUATE,OWNED,SALARIED,ERROR,818,122,0.0,56.62,10000,10,AC,GODREJ,GWS6204PPD,F,F,F,T,F,100
1679,Approved,Straight  Through Process,PD_DE,Married,Male,26,GRADUATE,RENTED,SALARIED,Pan Not Submitted,777,81,85.42,57.81,20000,12,REF,GODREJ,RD EDGEPRO 240PDS 5.2,F,F,T,F,F,141
1680,Approved,Straight  Through Process,PD_DE,Married,Male,36,GRADUATE,OWNED,SALARIED,ERROR,841,122,76.06,0.0,52000,18,REF,LG,GL-T522GTMX,F,F,F,T,F,228
1681,Approved,Under.Writer,LOS_BDE,Married,Male,36,GRADUATE,RENTED,SALARIED,ERROR,774,74,0.0,0.0,30000,12,LED_TV,SAMSUNG,UA32FH4003RLXL,F,F,F,T,F,173
1682,Declined,Straight  Through Process,DCLN,Married,Male,35,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,578,49,72.07,75.0,40000,10,AIR CONDITIONER,PANASONIC,S-48PBY1H59,F,F,T,F,F,200
1683,Declined,Straight  Through Process,PD_DE,Married,Male,27,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,701,69,61.11,55.0,45000,12,AC,VOLTAS,183 LYi,F,T,F,F,F,212
1684,Approved,Straight  Through Process,APRV,Married,Male,43,UNDER GRADUATE,OWNED,SELF-EMPLOYED,ERROR,-10,13,76.73,74.29,30000,10,LED_TV,SONYNEW,KLV-32R302D IN5,F,F,F,T,F,173
1685,Approved,Under.Writer,APRV,Married,Male,47,GRADUATE,OWNED,SALARIED,ERROR,-10,7,79.44,76.85,25000,12,REF,WHIRLPOOL,205 IM POWERCOOL PRM 4S GOLD IMPERI,T,F,F,T,F,158
1686,Approved,Straight  Through Process,PD_DE,Married,Male,37,UNDER GRADUATE,OWNED,SELF-EMPLOYED,ERROR,781,56,84.96,0.0,35000,12,AC,VIDEOCON,VSA55.WV2,F,F,T,T,F,187
1687,Approved,Straight  Through Process,PD_DE,Married,Male,48,OTHERS,OWNED,SALARIED,ERROR,816,132,53.02,68.89,50000,10,AIR CONDITIONER,LLOYD,LS24A5LX 5 STAR 2.0 TON,F,F,T,T,F,224
1688,Approved,Straight  Through Process,INV_GNR,Married,Male,37,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,773,70,90.16,90.16,45000,12,AC,BLUESTAR,2HW12OC1,F,F,T,F,F,212
1689,Approved,Straight  Through Process,INV_GNR,Married,Male,44,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,817,73,77.87,85.05,15000,12,AC,HAIER,XPB68-114D-BLACK,F,F,F,T,F,122
1690,Declined,Straight  Through Process,PD_DE,Married,Male,31,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,701,69,63.44,55.0,50000,12,AC,VOLTAS,183 LYi,T,F,F,T,F,224
1691,Declined,Under.Writer,DCLN,Married,Male,30,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,-10,13,96.88,90.22,35000,10,HOME THEATRE,TARGET,K1110 FM,T,F,F,F,F,187
1692,Declined,Under.Writer,DCLN,Married,Male,52,UNDER GRADUATE,OWNED,SALARIED,ERROR,0,90,81.15,72.29,32000,18,AIR CONDITIONER,LLOYD,LP12K PORTABLE 1.0 TON,F,F,T,T,F,179
1693,Approved,Straight  Through Process,SRNV,Married,Female,31,GRADUATE,OWNED,SALARIED,ERROR,-10,13,61.54,65.22,16000,10,MICROWAVE,SAMSUNG,CE1041DSB2/TL,F,F,T,T,F,126
1694,Approved,Straight  Through Process,PD_DE,Single,Male,34,POST-GRADUATE,OWNED,SALARIED,ERROR,793,99,30.08,0.0,30000,14,AIR CONDITIONER,SAMSUNG,AR12MV3HETSXNA,F,F,T,T,F,173
1695,Declined,Straight  Through Process,PD_DE,Married,Male,37,GRADUATE,RENTED,SALARIED,ERROR,578,49,73.89,67.65,50000,12,AIR CONDITIONER,SAMSUNG,AR18MV5HETSNNA,F,F,T,T,F,224
1696,Approved,Straight  Through Process,APRV,Single,Male,29,POST-GRADUATE,OWNED,SELF-EMPLOYED,ERROR,779,74,91.0,74.47,80000,60,REF,SAMSUNG,RT65K7058BS/TL,F,T,T,T,F,283
1697,Declined,Straight  Through Process,PD_DE,Married,Female,41,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,634,82,62.5,49.3,50000,12,AIR CONDITIONER,DAIKIN,FTKC50NVM/RKC50NVM,F,F,F,T,F,224
1698,Approved,Straight  Through Process,APRV,Married,Male,56,GRADUATE,OWNED,SALARIED,Pan Not Submitted,-10,13,71.78,0.0,115000,12,LED_TV,SONYNEW,KDL-50W900B IN5,F,F,T,F,F,339
1699,Approved,Straight  Through Process,INV_GNR,Married,Male,29,GRADUATE,OWNED,SALARIED,Pan Not Submitted,780,60,70.48,0.0,30000,12,TELEVISION,SONY,KLV-32EX330,F,F,T,F,F,173
1700,Approved,Under.Writer,INV_GNR,Single,Male,29,UNDER GRADUATE,OWNED,SALARIED,Pan Not Submitted,-10,55,94.74,70.1,50000,10,LED_TV,SAMSUNG,UA32J4100ARLXL,F,F,T,F,F,224
1701,Approved,Straight  Through Process,PD_DE,Married,Male,39,GRADUATE,OWNED,SALARIED,ERROR,778,80,79.13,71.43,20000,12,COOLER,SYMPHONY,WINDOW 70,F,F,F,T,F,141
1702,Declined,Straight  Through Process,DCLN,Single,Male,22,OTHERS,OWNED,SALARIED,ERROR,641,33,62.23,63.31,23500,12,LED_TV,LG,32LN5110,F,F,T,T,F,153
1703,Declined,Straight  Through Process,PD_DE,Married,Male,45,OTHERS,RENTED,SELF-EMPLOYED,ERROR,581,30,77.78,79.17,34000,18,AIR CONDITIONER,PANASONIC,CS/CU-UC18SKY3M,F,F,T,T,F,184
1704,Approved,Straight  Through Process,PD_DE,Married,Male,35,GRADUATE,OWNED,SALARIED,Pan Not Submitted,788,69,92.31,0.0,50000,10,LED_TV,SAMSUNG,UA22F5100ARLXL,F,T,F,F,F,224
1705,Approved,Straight  Through Process,APRV,Married,Male,32,GRADUATE,RENTED,SALARIED,Pan Not Submitted,817,55,0.0,0.0,15000,12,LED_TV,SONY,KDL-24P413D,F,F,T,F,F,122
1706,Declined,Straight  Through Process,PD_DE,Married,Male,47,GRADUATE,RENTED,SALARIED,ERROR,643,84,65.42,0.0,75000,10,TELEVISION,SONY,KDL-43W950D IN5,F,F,F,T,F,274
1707,Declined,Straight  Through Process,PD_DE,Married,Male,37,POST-GRADUATE,RENTED,SALARIED,ERROR,545,7,73.5,52.08,50000,10,Washing_machine,BOSCH,WAB16260IN,F,F,T,T,T,224
1708,Declined,Under.Writer,DCLN,Married,Male,52,OTHERS,RENTED,SALARIED,Pan Not Submitted,810,57,79.09,0.0,20000,12,LED_TV,LLOYD,PANEL - LED VANILLA,F,F,T,F,F,141
1709,Approved,Straight  Through Process,APRV,Married,Male,29,UNDER GRADUATE,OWNED,SALARIED,ERROR,-10,13,72.9,0.0,60000,12,TELEVISION,SONY,KDL-43W800D IN5,T,F,T,T,F,245
1710,Approved,Straight  Through Process,PD_DE,Married,Male,25,GRADUATE,RENTED,SELF-EMPLOYED,Pan Not Submitted,798,45,69.57,72.41,40000,12,REF,LG,GL-U372HPBL,F,T,T,F,F,200
1711,Approved,Under.Writer,LOS_DISB,Married,Male,28,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,779,44,82.14,78.31,30000,10,AC,SAMSUNG,WW90K6410QX/TL,F,F,T,T,F,173
1712,Approved,Straight  Through Process,PD_DE,Married,Male,35,UNDER GRADUATE,OWNED,SELF-EMPLOYED,ERROR,817,82,0.0,76.42,40000,12,Washing_machine,LG,T7208TDDLP,F,F,T,T,F,200
1713,Declined,Straight  Through Process,PD_DE,Married,Male,31,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,687,77,61.54,67.59,35000,18,LED_TV,SONYNEW,KLV-32R302D IN5,F,F,T,T,F,187
1714,Approved,Straight  Through Process,LOS_DISB,Married,Male,41,OTHERS,OWNED,SALARIED,ERROR,817,75,83.43,0.0,17000,10,REF,SAMSUNG,RR19J2744SZ/NL,F,F,T,T,F,130
1715,Approved,Straight  Through Process,PD_DE,Married,Female,25,GRADUATE,RENTED,SALARIED,Pan Not Submitted,791,69,83.33,66.67,27000,12,Washing_machine,SAMSUNG,WF600B0BHWQ/TL,F,F,T,F,F,164
1716,Declined,Straight  Through Process,PD_DE,Married,Male,33,POST-GRADUATE,RENTED,SALARIED,ERROR,651,44,69.31,0.0,80000,12,HOME THEATRE,TARGET,K1110 FM,F,F,F,T,F,283
1717,Approved,Under.Writer,APRV,Married,Male,40,GRADUATE,RENTED,SELF-EMPLOYED,Pan Not Submitted,-10,13,0.0,0.0,50000,10,LED_TV,LG,43LH520T,F,F,T,F,F,224
1718,Approved,Straight  Through Process,PD_DE,Married,Male,42,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,810,110,81.42,81.82,16000,10,REF,SAMSUNG,RR20M172ZU2/HL,F,F,F,T,F,126
1719,Approved,Straight  Through Process,PD_DE,Married,Male,28,GRADUATE,OWNED,SALARIED,ERROR,763,109,82.51,68.12,39000,12,AIR CONDITIONER,GODREJ,GSC 24 TSZ 3 RWPT,F,F,F,T,F,197
1720,Approved,Straight  Through Process,INV_GNR,Single,Male,26,GRADUATE,OWNED,SALARIED,Pan Not Submitted,796,85,74.07,0.0,35000,18,AC,IFB,TL-SDR 6.5KG AQUA,F,F,T,F,F,187
1721,Approved,Straight  Through Process,APRV,Married,Male,34,UNDER GRADUATE,OWNED,SELF-EMPLOYED,ERROR,798,45,0.0,56.07,50000,12,AIR CONDITIONER,PANASONIC,S-48PBY1H59,F,F,F,T,F,224
1722,Approved,Straight  Through Process,APRV,Single,Male,46,OTHERS,OWNED,SALARIED,Pan Not Submitted,814,73,59.15,0.0,23000,10,LED_TV,LG,32LN4900,F,F,T,F,F,152
1723,Approved,Straight  Through Process,APRV,Married,Male,29,GRADUATE,OWNED,SALARIED,Pan Not Submitted,-10,13,0.0,57.65,40000,12,AIR CONDITIONER,ETA,ASG18RBAJ,F,F,T,F,F,200
1724,Declined,Under.Writer,DCLN,Single,Female,23,OTHERS,RENTED,SALARIED,Pan Not Submitted,-10,13,79.38,0.0,50000,12,AIR CONDITIONER,PANASONIC,CS/CU-KC18SKY3R,F,F,T,F,F,224
1725,Declined,Under.Writer,DCLN,Married,Male,30,GRADUATE,RENTED,SALARIED,ERROR,-10,13,88.46,0.0,25000,10,HOME THEATRE,TARGET,K1110 FM,F,F,T,T,F,158
1726,Approved,Straight  Through Process,APRV,Married,Female,34,UNDER GRADUATE,RENTED,SELF-EMPLOYED,Pan Not Submitted,782,60,63.31,55.64,40000,12,Washing_machine,LG,F1496ADP24,F,F,T,F,F,200
1727,Approved,Under.Writer,APRV,Married,Male,40,UNDER GRADUATE,OWNED,SALARIED,Pan Not Submitted,-10,13,90.4,97.2,25000,12,REF,SAMSUNG,RR20M2Z2XBS/NL,F,F,T,F,F,158
1728,Declined,Straight  Through Process,DCLN,Single,Male,32,GRADUATE,OWNED,SALARIED,Pan Not Submitted,606,80,0.0,0.0,50000,10,AC,VOLTAS,182 CY,F,F,T,F,F,224
1729,Declined,Straight  Through Process,PD_DE,Married,Male,49,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,641,92,61.83,38.21,50000,12,AIR CONDITIONER,DAIKIN,FTKC50NVM/RKC50NVM,F,F,F,T,F,224
1730,Approved,Straight  Through Process,INV_GNR,Single,Male,30,OTHERS,OWNED,SALARIED,ERROR,783,124,0.0,68.75,29500,10,AIR CONDITIONER,LLOYD,LS19A3LP 3 STAR 1.5 TON,F,F,F,T,F,172
1731,Approved,Under.Writer,APRV,Married,Male,41,OTHERS,RENTED,SELF-EMPLOYED,ERROR,-10,13,0.0,0.0,49900,10,AIR CONDITIONER,GODREJ,GSC 12 FR 5 WMT,F,F,F,T,F,223
1732,Approved,Straight  Through Process,SRNV,Married,Male,48,GRADUATE,RENTED,SALARIED,Pan Not Submitted,799,94,0.0,0.0,35000,12,AIR CONDITIONER,SAMSUNG,AR18MV3HETSNNA,F,F,T,F,F,187
1733,Declined,Straight  Through Process,PD_DE,Married,Male,33,GRADUATE,OWNED,SALARIED,ERROR,645,50,0.0,0.0,60000,10,LED_TV,SAMSUNG,UA43KU6000KMXL,F,F,F,T,F,245
1734,Approved,Straight  Through Process,LOS_DISB,Married,Male,60,POST-GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,860,143,73.65,66.67,36000,12,AIR CONDITIONER,HITACHI,RAU021AWXA,F,F,T,F,F,190
1735,Declined,Straight  Through Process,DCLN,Single,Male,24,OTHERS,OWNED,SELF-EMPLOYED,ERROR,666,69,64.81,48.7,27000,12,TELEVISION,PANASONIC,TH-32DS500D,F,F,T,T,F,164
1736,Approved,Under.Writer,INV_GNR,Married,Male,43,DOCTORATE,OWNED,SALARIED,ERROR,854,62,55.3,60.34,25500,10,AIR CONDITIONER,DAIKIN,DTF35RRV161/RFD35RRV161,F,F,F,T,F,160
1737,Approved,Under.Writer,PD_DE,Single,Male,35,UNDER GRADUATE,OWNED,SELF-EMPLOYED,ERROR,-10,53,47.27,0.0,32000,12,AC,LG,LSA5AU3A,T,F,T,T,F,179
1738,Approved,Straight  Through Process,SRNV,Married,Male,37,OTHERS,OWNED,SELF-EMPLOYED,Pan Not Submitted,773,60,69.13,64.62,50000,12,LED_TV,LG,22LN4105,F,F,T,F,F,224
